Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received
55398,445,0,0,drop,70,70,0,1,0,1,0
60335,445,0,0,drop,70,70,0,1,0,1,0
55397,445,0,0,drop,70,70,0,1,0,1,0
55733,445,0,0,drop,66,66,0,1,0,1,0
55387,445,0,0,drop,70,70,0,1,0,1,0
60331,445,0,0,drop,70,70,0,1,0,1,0
55730,445,0,0,drop,66,66,0,1,0,1,0
55728,445,0,0,drop,66,66,0,1,0,1,0
55727,445,0,0,drop,66,66,0,1,0,1,0
55725,445,0,0,drop,66,66,0,1,0,1,0
60328,445,0,0,drop,70,70,0,1,0,1,0
55376,445,0,0,drop,70,70,0,1,0,1,0
55713,445,0,0,drop,66,66,0,1,0,1,0
55372,445,0,0,drop,70,70,0,1,0,1,0
55706,445,0,0,drop,66,66,0,1,0,1,0
60303,445,0,0,drop,70,70,0,1,0,1,0
55361,445,0,0,drop,70,70,0,1,0,1,0
55360,445,0,0,drop,70,70,0,1,0,1,0
55358,445,0,0,drop,70,70,0,1,0,1,0
55355,445,0,0,drop,70,70,0,1,0,1,0
55704,445,0,0,drop,66,66,0,1,0,1,0
55695,445,0,0,drop,66,66,0,1,0,1,0
55691,445,0,0,drop,66,66,0,1,0,1,0
55349,445,0,0,drop,70,70,0,1,0,1,0
55342,445,0,0,drop,70,70,0,1,0,1,0
60292,445,0,0,drop,70,70,0,1,0,1,0
60293,445,0,0,drop,70,70,0,1,0,1,0
60291,445,0,0,drop,70,70,0,1,0,1,0
55674,445,0,0,drop,66,66,0,1,0,1,0
55677,445,0,0,drop,66,66,0,1,0,1,0
55679,445,0,0,drop,66,66,0,1,0,1,0
55680,445,0,0,drop,66,66,0,1,0,1,0
55681,445,0,0,drop,66,66,0,1,0,1,0
55678,445,0,0,drop,66,66,0,1,0,1,0
55675,445,0,0,drop,66,66,0,1,0,1,0
55673,445,0,0,drop,66,66,0,1,0,1,0
55334,445,0,0,drop,70,70,0,1,0,1,0
55330,445,0,0,drop,70,70,0,1,0,1,0
60288,445,0,0,drop,70,70,0,1,0,1,0
60282,445,0,0,drop,70,70,0,1,0,1,0
60276,445,0,0,drop,70,70,0,1,0,1,0
55329,445,0,0,drop,70,70,0,1,0,1,0
55658,445,0,0,drop,66,66,0,1,0,1,0
55661,445,0,0,drop,66,66,0,1,0,1,0
60273,445,0,0,drop,70,70,0,1,0,1,0
60267,445,0,0,drop,70,70,0,1,0,1,0
60266,445,0,0,drop,70,70,0,1,0,1,0
60263,445,0,0,drop,70,70,0,1,0,1,0
55324,445,0,0,drop,70,70,0,1,0,1,0
60254,445,0,0,drop,70,70,0,1,0,1,0
60251,445,0,0,drop,70,70,0,1,0,1,0
64021,53,21293,53,allow,190,97,93,2,30,1,1
55985,53,10494,53,allow,711,87,624,2,30,1,1
49144,443,40050,443,allow,130,70,60,3,5,2,1
44129,53,44129,53,allow,182,81,101,2,30,1,1
56445,53,12217,53,allow,711,87,624,2,30,1,1
56292,53,41121,53,allow,194,99,95,2,30,1,1
49845,53,6637,53,allow,188,96,92,2,31,1,1
55912,53,3506,53,allow,184,94,90,2,30,1,1
55620,53,14188,53,allow,170,87,83,2,30,1,1
59843,443,50473,443,allow,1427,726,701,17,46,8,9
65251,53,48559,53,allow,198,101,97,2,30,1,1
57342,53,37406,53,allow,166,85,81,2,31,1,1
49106,53,49106,53,allow,1415,689,726,3,30,2,1
55820,53,49464,53,allow,184,94,90,2,30,1,1
56472,53,12167,53,allow,711,87,624,2,30,1,1
55851,53,15581,53,allow,749,94,655,2,30,1,1
45663,53,45663,53,allow,507,129,378,2,30,1,1
55264,53,35896,53,allow,170,87,83,2,30,1,1
64566,53,1628,53,allow,188,96,92,2,30,1,1
49825,53,46479,53,allow,793,101,692,2,30,1,1
64535,53,14565,53,allow,763,101,662,2,30,1,1
55267,53,18171,53,allow,168,86,82,2,31,1,1
49913,53,50642,53,allow,216,110,106,2,31,1,1
55640,53,50783,53,allow,742,88,654,2,31,1,1
57009,53,27487,53,allow,1435,98,1337,4,34,2,2
59842,443,63853,443,allow,1307,666,641,15,46,7,8
65107,53,44757,53,allow,266,87,179,4,33,2,2
52658,80,12733,80,allow,214,140,74,4,15,3,1
56694,53,29552,53,allow,192,98,94,2,30,1,1
49483,80,60356,80,allow,318,192,126,6,40,4,2
64751,53,29777,53,allow,172,88,84,2,30,1,1
56100,53,43759,53,allow,701,88,613,2,30,1,1
50134,53,12196,53,allow,768,99,669,2,30,1,1
64493,53,45305,53,allow,198,101,97,2,30,1,1
56850,53,62960,53,allow,763,101,662,2,31,1,1
56889,53,34055,53,allow,170,87,83,2,31,1,1
50233,53,55519,53,allow,756,95,661,2,31,1,1
56550,53,60039,53,allow,182,93,89,2,31,1,1
55142,53,21559,53,allow,770,101,669,2,31,1,1
54973,53,47397,53,allow,731,91,640,2,31,1,1
56374,53,38425,53,allow,770,102,668,2,31,1,1
55368,53,50855,53,allow,760,97,663,2,31,1,1
49166,53,45421,53,allow,770,101,669,2,31,1,1
56757,53,3651,53,allow,783,96,687,2,31,1,1
64791,53,42823,53,allow,184,94,90,2,31,1,1
57100,53,41347,53,allow,192,90,102,2,31,1,1
56612,53,36295,53,allow,184,94,90,2,31,1,1
55105,53,18912,53,allow,747,93,654,2,31,1,1
64766,53,59121,53,allow,212,108,104,2,31,1,1
47493,53,47493,53,allow,227,92,135,2,31,1,1
50196,53,48778,53,allow,756,95,661,2,31,1,1
56308,53,54603,53,allow,184,94,90,2,31,1,1
60247,445,0,0,drop,70,70,0,1,0,1,0
55311,445,0,0,drop,70,70,0,1,0,1,0
55308,445,0,0,deny,70,70,0,1,0,1,0
42110,80,55658,80,allow,1056,682,374,10,15,6,4
55743,53,57939,53,allow,165,86,79,2,30,1,1
50281,53,4430,53,allow,767,102,665,2,30,1,1
55636,445,0,0,drop,66,66,0,1,0,1,0
55303,445,0,0,drop,70,70,0,1,0,1,0
55302,445,0,0,drop,70,70,0,1,0,1,0
50577,23,0,0,deny,60,60,0,1,0,1,0
55267,53,21533,53,allow,168,86,82,2,30,1,1
64021,53,18880,53,allow,195,102,93,2,29,1,1
64188,53,49847,53,allow,216,94,122,2,29,1,1
65325,53,33633,53,allow,216,110,106,2,29,1,1
55264,53,48968,53,allow,177,94,83,2,30,1,1
56141,53,40551,53,allow,713,94,619,4,54,2,2
50019,80,29484,80,allow,814,674,140,6,28,4,2
65107,53,56824,53,allow,266,87,179,4,32,2,2
56292,443,38026,443,allow,162,102,60,2,5,1,1
64554,53,30164,53,allow,94,94,0,1,29,1,0
55820,53,22468,53,allow,184,94,90,2,29,1,1
64493,53,42355,53,allow,199,102,97,2,29,1,1
49771,53,57877,53,allow,177,94,83,2,29,1,1
56717,53,4326,53,allow,183,94,89,2,29,1,1
50320,53,19368,53,allow,754,94,660,2,29,1,1
64566,53,26350,53,allow,194,102,92,2,29,1,1
56717,53,57782,53,allow,183,94,89,2,29,1,1
56694,53,47429,53,allow,196,102,94,2,29,1,1
39444,53,0,0,allow,86,86,0,1,29,1,0
64021,53,54662,53,allow,195,102,93,2,30,1,1
46176,53,12412,53,allow,168,78,90,2,30,1,1
49523,80,32458,80,allow,1399,826,573,11,38,6,5
56506,53,39583,53,allow,807,94,713,2,30,1,1
55912,53,46949,53,allow,184,94,90,2,30,1,1
59325,53,7735,53,allow,211,78,133,2,30,1,1
55223,53,31444,53,allow,168,86,82,2,30,1,1
55738,53,4750,53,allow,309,94,215,2,30,1,1
49913,53,47185,53,allow,216,110,106,2,30,1,1
49168,53,14343,53,allow,196,102,94,2,30,1,1
55912,53,61558,53,allow,184,94,90,2,30,1,1
64722,53,58551,53,allow,214,110,104,2,30,1,1
56308,53,37236,53,allow,184,94,90,2,31,1,1
49713,53,55679,53,allow,734,94,640,2,30,1,1
64751,53,33597,53,allow,178,94,84,2,30,1,1
49925,80,49556,80,allow,1126,609,517,11,15,6,5
65201,53,45437,53,allow,334,94,240,2,30,1,1
65439,53,54009,53,allow,168,86,82,2,30,1,1
56586,53,7181,53,allow,177,94,83,2,30,1,1
57342,53,19842,53,allow,167,86,81,2,30,1,1
49891,53,62229,53,allow,822,102,720,2,30,1,1
49525,80,7498,80,allow,454,262,192,8,38,5,3
49701,53,61542,53,allow,197,102,95,2,30,1,1
55620,53,23313,53,allow,177,94,83,2,30,1,1
60544,53,63580,53,allow,211,78,133,2,30,1,1
65251,53,53427,53,allow,199,102,97,2,30,1,1
64588,53,47202,53,allow,165,86,79,2,30,1,1
49202,53,58969,53,allow,295,86,209,2,30,1,1
64722,53,36705,53,allow,214,110,104,2,30,1,1
65473,53,40939,53,allow,309,94,215,2,30,1,1
56292,53,4815,53,allow,197,102,95,2,30,1,1
55896,53,29667,53,allow,733,94,639,2,30,1,1
49168,53,25368,53,allow,196,102,94,2,30,1,1
49971,53,19251,53,allow,779,110,669,2,30,1,1
56966,53,53823,53,allow,177,94,83,2,30,1,1
65251,53,42946,53,allow,199,102,97,2,30,1,1
49269,53,8382,53,allow,198,110,88,2,30,1,1
59977,53,61405,53,allow,168,78,90,2,30,1,1
50430,53,3410,53,allow,789,102,687,2,30,1,1
49891,53,46766,53,allow,199,102,97,2,30,1,1
55743,53,47802,53,allow,165,86,79,2,30,1,1
55620,53,48166,53,allow,177,94,83,2,30,1,1
56889,53,24379,53,allow,177,94,83,2,30,1,1
42166,443,46667,443,allow,162,102,60,2,5,1,1
46360,443,51396,443,allow,1053,566,487,10,16,6,4
65107,53,20258,53,allow,266,87,179,4,32,2,2
64638,53,33072,53,allow,215,102,113,2,29,1,1
57161,53,42229,53,allow,224,102,122,2,29,1,1
53692,53,53692,53,allow,262,82,180,2,29,1,1
49524,80,21220,80,allow,1401,828,573,11,38,6,5
64493,53,5722,53,allow,353,101,252,4,54,2,2
49771,53,28192,53,allow,177,94,83,2,29,1,1
56292,53,5398,53,allow,197,102,95,2,29,1,1
49484,80,60761,80,allow,318,192,126,6,39,4,2
65325,53,57020,53,allow,216,110,106,2,29,1,1
55043,53,56883,53,allow,167,86,81,2,29,1,1
60792,53,38025,53,allow,168,78,90,2,29,1,1
49168,53,56952,53,allow,196,102,94,2,30,1,1
64733,53,63976,53,allow,889,404,485,10,30,5,5
55820,53,12238,53,allow,184,94,90,2,30,1,1
64650,53,46019,53,allow,193,94,99,2,30,1,1
49432,53,34624,53,allow,812,110,702,2,30,1,1
50545,53,44269,53,allow,765,102,663,2,30,1,1
55123,53,24178,53,allow,295,86,209,2,30,1,1
49797,53,57522,53,allow,306,94,212,2,30,1,1
50289,53,1310,53,allow,189,102,87,2,30,1,1
64791,53,7738,53,allow,184,94,90,2,30,1,1
64722,53,55455,53,allow,214,110,104,2,30,1,1
55235,53,63921,53,allow,178,94,84,2,30,1,1
64592,53,65035,53,allow,209,110,99,2,31,1,1
57362,53,9411,53,allow,346,102,244,2,31,1,1
56612,53,64503,53,allow,184,94,90,2,31,1,1
56986,53,21320,53,allow,177,94,83,2,31,1,1
64021,53,7172,53,allow,402,97,305,4,31,2,2
52998,443,2559,443,allow,190,70,120,4,15,2,2
49482,80,62281,80,allow,378,192,186,7,39,4,3
49514,80,16033,80,allow,1352,832,520,12,38,7,5
56966,53,65099,53,allow,177,94,83,2,30,1,1
52266,53,15275,53,allow,168,78,90,2,30,1,1
56139,53,55354,53,allow,306,94,212,2,30,1,1
55229,53,33453,53,allow,173,94,79,2,30,1,1
50072,53,22723,53,allow,779,86,693,2,30,1,1
49927,80,35490,80,allow,1126,609,517,11,15,6,5
49926,80,8028,80,allow,1126,609,517,11,15,6,5
49701,53,61488,53,allow,197,102,95,2,30,1,1
56986,53,63697,53,allow,177,94,83,2,30,1,1
55229,53,8520,53,allow,173,94,79,2,30,1,1
49928,80,49356,80,allow,1270,679,591,13,15,7,6
52215,80,59875,80,allow,1009,506,503,10,16,5,5
65355,53,46648,53,allow,592,105,487,4,50,2,2
56506,53,3362,53,allow,184,94,90,2,30,1,1
65129,53,27603,53,allow,213,102,111,2,30,1,1
56889,53,34075,53,allow,177,94,83,2,30,1,1
64389,53,21920,53,allow,244,94,150,2,30,1,1
49663,53,27941,53,allow,168,86,82,2,31,1,1
49936,53,50715,53,allow,152,78,74,2,31,1,1
64766,53,62502,53,allow,214,110,104,2,31,1,1
64766,53,32517,53,allow,214,110,104,2,30,1,1
56667,53,18172,53,allow,199,102,97,2,30,1,1
64686,53,28216,53,allow,811,94,717,2,30,1,1
55912,53,21691,53,allow,184,94,90,2,31,1,1
55431,53,2541,53,allow,196,102,94,2,31,1,1
50017,53,58091,53,allow,195,102,93,2,31,1,1
42764,53,15953,53,allow,164,78,86,2,31,1,1
57342,53,16666,53,allow,167,86,81,2,31,1,1
55631,445,0,0,drop,66,66,0,1,0,1,0
49687,53,60160,53,allow,197,102,95,2,31,1,1
64364,53,21283,53,allow,193,94,99,2,31,1,1
49480,53,38554,53,allow,428,96,332,4,52,2,2
56626,80,44276,80,allow,234,234,0,4,12,4,0
64658,53,8151,53,allow,195,102,93,2,30,1,1
56889,53,35698,53,allow,177,94,83,2,30,1,1
56067,53,11884,53,allow,189,102,87,2,31,1,1
49206,53,42939,53,allow,179,94,85,2,31,1,1
50413,123,48114,123,allow,184,94,90,2,31,1,1
57100,53,28423,53,allow,180,94,86,2,31,1,1
49996,53,3311,53,allow,458,188,270,6,31,3,3
65107,53,22367,53,allow,266,87,179,4,35,2,2
57030,53,7649,53,allow,283,101,182,4,39,2,2
57283,53,15261,53,allow,185,102,83,2,30,1,1
55482,53,16639,53,allow,822,102,720,2,30,1,1
50500,53,25369,53,allow,166,86,80,2,30,1,1
55628,445,0,0,drop,66,66,0,1,0,1,0
60233,445,0,0,drop,70,70,0,1,0,1,0
60230,445,0,0,drop,70,70,0,1,0,1,0
60228,445,0,0,drop,70,70,0,1,0,1,0
60222,445,0,0,drop,70,70,0,1,0,1,0
55625,445,0,0,drop,66,66,0,1,0,1,0
55291,445,0,0,drop,70,70,0,1,0,1,0
60218,445,0,0,drop,70,70,0,1,0,1,0
55290,445,0,0,drop,70,70,0,1,0,1,0
60216,445,0,0,drop,70,70,0,1,0,1,0
55289,445,0,0,drop,70,70,0,1,0,1,0
55617,445,0,0,drop,66,66,0,1,0,1,0
55288,445,0,0,drop,70,70,0,1,0,1,0
55286,445,0,0,drop,70,70,0,1,0,1,0
55282,445,0,0,drop,70,70,0,1,0,1,0
55614,445,0,0,drop,66,66,0,1,0,1,0
55616,445,0,0,drop,66,66,0,1,0,1,0
55610,445,0,0,drop,66,66,0,1,0,1,0
55609,445,0,0,drop,66,66,0,1,0,1,0
55608,445,0,0,drop,66,66,0,1,0,1,0
55606,445,0,0,drop,66,66,0,1,0,1,0
55270,445,0,0,drop,70,70,0,1,0,1,0
55268,445,0,0,drop,70,70,0,1,0,1,0
55267,445,0,0,drop,70,70,0,1,0,1,0
55260,445,0,0,drop,70,70,0,1,0,1,0
60210,445,0,0,drop,70,70,0,1,0,1,0
60209,445,0,0,drop,70,70,0,1,0,1,0
60206,445,0,0,drop,70,70,0,1,0,1,0
55604,445,0,0,drop,66,66,0,1,0,1,0
60203,445,0,0,drop,70,70,0,1,0,1,0
55600,445,0,0,drop,66,66,0,1,0,1,0
55598,445,0,0,drop,66,66,0,1,0,1,0
55594,445,0,0,drop,66,66,0,1,0,1,0
55248,445,0,0,drop,70,70,0,1,0,1,0
60198,445,0,0,drop,70,70,0,1,0,1,0
55583,445,0,0,drop,66,66,0,1,0,1,0
55244,445,0,0,drop,70,70,0,1,0,1,0
55235,445,0,0,drop,70,70,0,1,0,1,0
55232,445,0,0,drop,70,70,0,1,0,1,0
55230,445,0,0,drop,70,70,0,1,0,1,0
55576,445,0,0,drop,66,66,0,1,0,1,0
55228,445,0,0,drop,70,70,0,1,0,1,0
60175,445,0,0,drop,70,70,0,1,0,1,0
55573,445,0,0,drop,66,66,0,1,0,1,0
55221,445,0,0,drop,70,70,0,1,0,1,0
55567,445,0,0,drop,66,66,0,1,0,1,0
55561,445,0,0,drop,66,66,0,1,0,1,0
55214,445,0,0,drop,70,70,0,1,0,1,0
60165,445,0,0,drop,70,70,0,1,0,1,0
60164,445,0,0,drop,70,70,0,1,0,1,0
60163,445,0,0,drop,70,70,0,1,0,1,0
55550,445,0,0,drop,66,66,0,1,0,1,0
55546,445,0,0,drop,66,66,0,1,0,1,0
55545,445,0,0,drop,66,66,0,1,0,1,0
55548,445,0,0,drop,66,66,0,1,0,1,0
55551,445,0,0,drop,66,66,0,1,0,1,0
55544,445,0,0,drop,66,66,0,1,0,1,0
55549,445,0,0,drop,66,66,0,1,0,1,0
55543,445,0,0,drop,66,66,0,1,0,1,0
55207,445,0,0,drop,70,70,0,1,0,1,0
55206,445,0,0,drop,70,70,0,1,0,1,0
55202,445,0,0,drop,70,70,0,1,0,1,0
60161,445,0,0,drop,70,70,0,1,0,1,0
60158,445,0,0,drop,70,70,0,1,0,1,0
60148,445,0,0,drop,70,70,0,1,0,1,0
55201,445,0,0,drop,70,70,0,1,0,1,0
55531,445,0,0,drop,66,66,0,1,0,1,0
55529,445,0,0,drop,66,66,0,1,0,1,0
55528,445,0,0,drop,66,66,0,1,0,1,0
60145,445,0,0,drop,70,70,0,1,0,1,0
55196,445,0,0,drop,70,70,0,1,0,1,0
41801,53,41801,53,allow,213,87,126,2,30,1,1
55651,53,6764,53,allow,760,97,663,2,30,1,1
56120,53,56120,53,allow,237,91,146,2,33,1,1
50734,80,51242,80,allow,1114,534,580,12,16,7,5
51807,443,51807,443,allow,1466,856,610,13,27,6,7
50951,80,50951,80,allow,514,246,268,9,42,5,4
65378,53,28736,53,allow,770,102,668,2,30,1,1
49983,53,51189,53,allow,749,89,660,2,30,1,1
56227,53,8068,53,allow,188,96,92,2,30,1,1
56526,443,53927,443,allow,1560,988,572,13,25,7,6
50883,80,50883,80,allow,514,246,268,9,42,5,4
55871,53,11606,53,allow,711,87,624,2,30,1,1
49762,53,23081,53,allow,760,97,663,2,30,1,1
49837,53,39920,53,allow,212,108,104,2,30,1,1
53575,53,50120,53,allow,198,93,105,2,30,1,1
62738,443,30177,443,allow,126,60,66,3,10,2,1
57030,53,58226,53,allow,283,101,182,4,38,2,2
56541,443,2047,443,allow,1560,988,572,13,25,7,6
50757,80,50757,80,allow,514,246,268,9,42,5,4
51140,80,51140,80,allow,514,246,268,9,42,5,4
51810,443,51810,443,allow,1536,856,680,14,27,6,8
56242,53,42071,53,allow,711,87,624,2,30,1,1
49192,53,18280,53,allow,747,93,654,2,30,1,1
64592,53,37714,53,allow,202,103,99,2,31,1,1
55129,53,28774,53,allow,754,94,660,2,31,1,1
55237,53,13670,53,allow,259,87,172,4,56,2,2
50500,53,52272,53,allow,164,84,80,2,30,1,1
57067,53,64624,53,allow,172,88,84,2,30,1,1
56765,53,52854,53,allow,711,87,624,2,30,1,1
64949,53,27237,53,allow,744,89,655,2,30,1,1
56986,53,24262,53,allow,170,87,83,2,30,1,1
55141,53,48144,53,allow,744,89,655,2,30,1,1
65328,53,16469,53,allow,174,89,85,2,30,1,1
56589,53,53742,53,allow,711,87,624,2,30,1,1
55759,53,54947,53,allow,756,95,661,2,30,1,1
55877,53,16386,53,allow,164,84,80,2,30,1,1
56553,53,14002,53,allow,198,101,97,2,30,1,1
49206,53,61280,53,allow,174,89,85,2,31,1,1
65370,53,4186,53,allow,778,103,675,2,31,1,1
56334,53,41390,53,allow,767,102,665,2,31,1,1
52028,53,52028,53,allow,194,87,107,2,31,1,1
50017,53,55318,53,allow,190,97,93,2,31,1,1
59893,53,45221,53,allow,198,93,105,2,30,1,1
64560,53,23612,53,allow,802,104,698,2,30,1,1
49513,53,13327,53,allow,200,102,98,2,31,1,1
55533,53,30263,53,allow,816,97,719,2,31,1,1
56342,53,27382,53,allow,733,93,640,2,31,1,1
56633,53,17988,53,allow,194,99,95,2,31,1,1
56250,53,20280,53,allow,802,104,698,2,31,1,1
64790,53,49419,53,allow,182,93,89,2,31,1,1
64934,53,46124,53,allow,194,99,95,2,31,1,1
56000,53,40530,53,allow,170,87,83,2,31,1,1
49687,53,12525,53,allow,194,99,95,2,31,1,1
56380,53,55619,53,allow,170,87,83,2,31,1,1
56693,53,6310,53,allow,756,95,661,2,31,1,1
65516,53,45586,53,allow,749,94,655,2,31,1,1
64053,53,7121,53,allow,186,95,91,2,31,1,1
64257,53,54453,53,allow,168,86,82,2,31,1,1
65171,53,47372,53,allow,760,97,663,2,31,1,1
55680,53,52561,53,allow,749,94,655,2,31,1,1
55027,53,18379,53,allow,168,86,82,2,31,1,1
49157,53,58041,53,allow,184,94,90,2,31,1,1
56511,53,19992,53,allow,200,102,98,2,31,1,1
57256,53,42871,53,allow,771,101,670,2,31,1,1
55994,53,19158,53,allow,182,93,89,2,31,1,1
64983,53,38581,53,allow,777,87,690,2,31,1,1
55179,53,42268,53,allow,172,88,84,2,31,1,1
55902,53,9062,53,allow,178,91,87,2,31,1,1
49936,53,59450,53,allow,216,110,106,2,31,1,1
57106,53,8204,53,allow,760,97,663,2,31,1,1
64825,53,5593,53,allow,728,96,632,2,31,1,1
60138,445,0,0,drop,70,70,0,1,0,1,0
60135,445,0,0,drop,70,70,0,1,0,1,0
56550,53,61639,53,allow,183,94,89,2,30,1,1
60126,445,0,0,drop,70,70,0,1,0,1,0
60123,445,0,0,drop,70,70,0,1,0,1,0
60119,445,0,0,drop,70,70,0,1,0,1,0
62888,23,0,0,deny,60,60,0,1,0,1,0
55176,445,0,0,drop,70,70,0,1,0,1,0
55504,445,0,0,drop,66,66,0,1,0,1,0
55992,53,33542,53,allow,194,94,100,2,30,1,1
50091,53,37575,53,allow,183,94,89,2,30,1,1
56000,53,49191,53,allow,177,94,83,2,30,1,1
56353,53,32385,53,allow,216,102,114,2,29,1,1
65439,53,5065,53,allow,198,94,104,2,30,1,1
65414,53,56360,53,allow,216,102,114,2,30,1,1
64541,53,6698,53,allow,363,94,269,2,30,1,1
56380,53,5120,53,allow,177,94,83,2,30,1,1
57429,80,55023,80,allow,1056,682,374,10,15,6,4
57117,53,45575,53,allow,366,102,264,4,46,2,2
55475,53,28600,53,allow,757,102,655,2,29,1,1
59368,53,55998,53,allow,241,118,123,2,29,1,1
56550,53,48765,53,allow,183,94,89,2,29,1,1
64658,53,60447,53,allow,195,102,93,2,29,1,1
56369,53,50667,53,allow,168,86,82,2,29,1,1
65439,53,2036,53,allow,168,86,82,2,29,1,1
56667,53,55956,53,allow,199,102,97,2,29,1,1
55235,53,18331,53,allow,178,94,84,2,29,1,1
64332,53,12232,53,allow,195,102,93,2,30,1,1
49646,53,5301,53,allow,199,102,97,2,30,1,1
49687,53,16473,53,allow,197,102,95,2,29,1,1
57258,53,4190,53,allow,177,94,83,2,29,1,1
55027,53,13864,53,allow,168,86,82,2,30,1,1
55933,53,32005,53,allow,177,94,83,2,30,1,1
56612,53,46131,53,allow,184,94,90,2,29,1,1
50289,53,8502,53,allow,189,102,87,2,30,1,1
57258,53,16585,53,allow,177,94,83,2,30,1,1
60638,53,31002,53,allow,337,86,251,2,29,1,1
64792,53,34890,53,allow,338,110,228,2,30,1,1
40273,53,38821,53,allow,164,78,86,2,30,1,1
49837,53,42825,53,allow,214,110,104,2,30,1,1
56242,53,30808,53,allow,231,86,145,2,30,1,1
64882,53,8935,53,allow,246,94,152,2,30,1,1
57135,53,40947,53,allow,443,182,261,6,30,3,3
50200,53,14002,53,allow,758,102,656,2,30,1,1
55295,53,52273,53,allow,779,86,693,2,30,1,1
55439,53,44673,53,allow,177,94,83,2,30,1,1
64620,53,50964,53,allow,166,86,80,2,30,1,1
45157,7,33504,7,allow,138,78,60,2,5,1,1
56000,53,42944,53,allow,177,94,83,2,30,1,1
56553,53,56242,53,allow,199,102,97,2,30,1,1
55675,53,10351,53,allow,195,102,93,2,30,1,1
49329,53,8761,53,allow,258,102,156,2,30,1,1
49646,53,18495,53,allow,199,102,97,2,30,1,1
49837,53,47456,53,allow,214,110,104,2,30,1,1
64591,53,55985,53,allow,179,86,93,2,30,1,1
53868,53,38630,53,allow,164,78,86,2,30,1,1
44409,53,42084,53,allow,199,94,105,2,30,1,1
43770,53,60550,53,allow,199,94,105,2,30,1,1
49889,53,4477,53,allow,338,110,228,2,30,1,1
47483,53,19312,53,allow,164,78,86,2,30,1,1
55933,53,58575,53,allow,177,94,83,2,30,1,1
50456,53,42563,53,allow,754,94,660,2,30,1,1
64332,53,56016,53,allow,195,102,93,2,30,1,1
56928,53,57142,53,allow,178,94,84,2,30,1,1
56421,53,5669,53,allow,350,94,256,2,30,1,1
49708,53,14475,53,allow,185,102,83,2,30,1,1
56668,53,12015,53,allow,199,94,105,2,30,1,1
56989,53,25786,53,allow,168,94,74,2,30,1,1
51806,443,51806,443,allow,1466,856,610,13,27,6,7
63964,53,22176,53,allow,323,85,238,4,34,2,2
55237,53,6417,53,allow,259,87,172,4,56,2,2
56553,53,8293,53,allow,199,102,97,2,30,1,1
49936,53,17708,53,allow,168,94,74,2,30,1,1
57288,53,1558,53,allow,354,94,260,2,30,1,1
56950,53,2496,53,allow,183,94,89,2,30,1,1
55237,53,24870,53,allow,259,87,172,4,56,2,2
44545,443,4712,443,allow,546,280,266,9,26,5,4
51809,443,51809,443,allow,1466,856,610,13,27,6,7
50331,80,36568,80,allow,1677,862,815,10,15,5,5
49891,80,30734,80,allow,1694,666,1028,10,75,6,4
56602,53,56281,53,allow,423,102,321,4,38,2,2
49212,80,10274,80,allow,912,410,502,10,15,5,5
50330,80,61342,80,allow,736,670,66,6,15,5,1
64791,53,16107,53,allow,184,94,90,2,29,1,1
65251,53,12989,53,allow,199,102,97,2,29,1,1
56986,53,31308,53,allow,177,94,83,2,29,1,1
49269,53,5251,53,allow,198,110,88,2,29,1,1
55620,53,11702,53,allow,177,94,83,2,29,1,1
57089,53,22992,53,allow,239,94,145,2,29,1,1
56633,53,19316,53,allow,197,102,95,2,30,1,1
56667,53,35653,53,allow,199,102,97,2,29,1,1
56996,53,30047,53,allow,177,94,83,2,29,1,1
57283,53,20762,53,allow,185,102,83,2,29,1,1
55482,53,39470,53,allow,199,102,97,2,30,1,1
56996,53,54322,53,allow,177,94,83,2,30,1,1
56574,53,4025,53,allow,198,94,104,2,30,1,1
57067,53,26997,53,allow,178,94,84,2,30,1,1
49845,53,33096,53,allow,194,102,92,2,30,1,1
64168,53,53054,53,allow,306,94,212,2,30,1,1
65359,53,4725,53,allow,443,182,261,6,30,3,3
56369,53,3400,53,allow,168,86,82,2,30,1,1
65067,53,58003,53,allow,214,110,104,2,30,1,1
65067,53,2919,53,allow,214,110,104,2,30,1,1
65328,53,23014,53,allow,179,94,85,2,30,1,1
56821,53,11694,53,allow,235,94,141,2,30,1,1
49913,53,6290,53,allow,216,110,106,2,30,1,1
58087,123,31892,123,allow,184,94,90,2,30,1,1
55877,53,52511,53,allow,166,86,80,2,30,1,1
50017,53,60474,53,allow,195,102,93,2,30,1,1
56067,53,20488,53,allow,189,102,87,2,30,1,1
64804,53,31085,53,allow,182,102,80,2,30,1,1
56612,53,50823,53,allow,184,94,90,2,30,1,1
64257,53,1307,53,allow,168,86,82,2,30,1,1
64257,53,50451,53,allow,168,86,82,2,31,1,1
57394,53,17167,53,allow,193,102,91,2,31,1,1
65007,53,7048,53,allow,165,86,79,2,30,1,1
49744,53,33458,53,allow,193,102,91,2,30,1,1
49157,53,4191,53,allow,184,94,90,2,30,1,1
56155,53,9599,53,allow,199,102,97,2,30,1,1
49206,53,44411,53,allow,179,94,85,2,30,1,1
56928,53,51278,53,allow,178,94,84,2,30,1,1
53532,53,52838,53,allow,329,102,227,2,30,1,1
56196,53,38043,53,allow,214,110,104,2,30,1,1
